RA	Dec	JP11	LID	n_LID	U	B	V	R	I	J	K	L	M	N	H	ref	_RA	_DE
081.1783397	+01.7300706	  3798	 1.00287841	 	      	      	      	      	      	 9.600	 8.200	 6.800	      	      	 8.600	8140	081.17834	+01.73007
076.1249617	-03.7873000	  3799	 1.00293782	 	      	      	      	      	      	      	 7.100	 6.000	      	      	 7.950	8140	076.12496	-03.78730
167.4580167	-60.5146361	  3800	 1.00306070	 	      	      	      	      	      	      	 6.360	      	      	      	 6.540	8142	167.45802	-60.51464
168.9684125	-69.9129806	  3801	 1.00310480	V	      	      	      	      	      	      	      	      	      	      	 8.300	8140	168.96841	-69.91298
168.9684125	-69.9129806	  3801	 1.00310480	V	      	      	      	      	      	 7.700	 7.070	 5.700	      	      	 7.290	8140	168.96841	-69.91298
271.1819167	-21.1585278	  3803	 1.00313643	 	      	      	      	      	      	      	 4.920	      	      	      	 6.350	8102	271.18192	-21.15853
266.4907917	-30.2002222	  3804	 1.00316248	 	      	      	      	      	      	      	 8.120	      	      	      	 9.120	8111	266.49079	-30.20022
267.0584997	-28.0147628	  3805	 1.00316285	 	      	      	      	      	      	      	 3.580	 2.960	      	      	 4.130	8111	267.05850	-28.01476
267.0584997	-28.0147628	  3805	 1.00316285	 	      	      	      	      	      	      	 3.610	 2.960	      	      	 4.180	8142	267.05850	-28.01476
255.8469667	-38.1174528	  3807	 1.00322479	 	11.440	11.190	10.850	10.440	10.230	      	      	      	      	      	      	8147	255.84697	-38.11745
255.9231250	-38.0013056	  3808	 1.00322650	 	11.520	11.280	10.990	10.630	10.380	      	      	      	      	      	      	8147	255.92312	-38.00131
255.8689667	-38.0126528	  3809	 1.00322651	 	11.140	10.960	10.740	10.500	10.370	      	      	      	      	      	      	8147	255.86897	-38.01265
255.8447750	-38.0469944	  3810	 1.00322652	 	12.290	11.080	 9.800	 8.650	 8.120	      	      	      	      	      	      	8147	255.84477	-38.04699
240.7728333	-40.3071944	  3811	 1.00325367	 	      	      	      	      	      	 9.760	 8.820	      	      	      	 9.040	8140	240.77283	-40.30719
253.6079583	-42.6459722	  3812	 1.00326383	 	      	      	      	      	      	      	 5.430	 4.330	      	      	 6.190	8111	253.60796	-42.64597
301.1962542	+29.1668611	  3813	 1.00333424	 	      	      	      	      	      	      	 7.680	      	      	      	 8.120	8111	301.19625	+29.16686
304.5434583	+30.4422778	  3814	 1.00334060	 	      	      	      	      	      	      	 9.050	      	      	      	 9.060	8111	304.54346	+30.44228
291.4947917	+21.2086889	  3815	 1.00344361	V	      	      	      	      	      	      	 7.260	 6.200	      	      	 8.550	8140	291.49479	+21.20869
291.4947917	+21.2086889	  3815	 1.00344361	V	      	      	      	      	      	      	 7.260	 6.200	      	      	 8.390	8140	291.49479	+21.20869
299.4269917	+17.3761167	  3817	 1.00351123	 	      	      	      	      	      	      	 9.800	      	      	      	      	8111	299.42699	+17.37612
299.3875931	+11.0436736	  3818	 1.00356404	V	      	      	      	      	      	      	 7.960	      	      	      	 8.000	8140	299.38759	+11.04367
299.3875931	+11.0436736	  3818	 1.00356404	V	      	      	      	      	      	      	 8.170	      	      	      	 8.220	8140	299.38759	+11.04367
           	           	  3820	 2.01040015	 	15.590	14.830	13.750	12.940	      	      	      	      	      	      	      	8122	         	
           	           	  3821	 2.01040016	 	16.190	15.590	14.620	13.890	      	      	      	      	      	      	      	8122	         	
           	           	  3822	 2.01040041	 	15.320	14.430	13.300	12.450	      	      	      	      	      	      	      	8122	         	
           	           	  3823	 2.01040045	 	15.310	14.500	13.420	12.570	      	      	      	      	      	      	      	8122	         	
           	           	  3824	 2.01040058	 	16.000	15.430	14.510	13.790	      	      	      	      	      	      	      	8122	         	
           	           	  3825	 2.01040061	 	16.120	15.450	14.470	13.670	      	      	      	      	      	      	      	8122	         	
           	           	  3826	 2.01040063	 	15.570	14.700	13.610	12.770	      	      	      	      	      	      	      	8122	         	
006.1104167	-71.9930556	  3827	 2.01040066	 	15.090	13.870	12.580	11.640	      	      	      	      	      	      	      	8122	006.11042	-71.99306
           	           	  3828	 2.01040069	 	15.540	15.000	14.110	13.410	      	      	      	      	      	      	      	8122	         	
           	           	  3829	 2.01040089	 	16.040	15.300	14.360	13.570	      	      	      	      	      	      	      	8122	         	
           	           	  3830	 2.01040090	 	15.050	14.260	13.200	12.430	      	      	      	      	      	      	      	8122	         	
           	           	  3831	 2.01040100	 	15.340	14.950	14.150	13.450	      	      	      	      	      	      	      	8122	         	
005.9749167	-72.0639167	  3832	 2.01040125	 	15.450	14.280	13.070	12.160	      	      	      	      	      	      	      	8122	005.97492	-72.06392
           	           	  3833	 2.01040130	 	15.990	15.440	14.500	13.730	      	      	      	      	      	      	      	8122	         	
           	           	  3834	 2.01040133	 	16.140	15.600	14.630	13.850	      	      	      	      	      	      	      	8122	         	
           	           	  3835	 2.01040162	 	15.600	14.590	13.460	12.610	      	      	      	      	      	      	      	8122	         	
           	           	  3836	 2.01040174	 	15.370	14.990	14.180	13.540	      	      	      	      	      	      	      	8122	         	
           	           	  3837	 2.01040182	 	16.250	15.350	14.280	13.470	      	      	      	      	      	      	      	8122	         	
           	           	  3838	 2.01040207	 	16.370	15.770	14.860	14.100	      	      	      	      	      	      	      	8122	         	
           	           	  3839	 2.01040212	 	15.020	13.400	11.880	10.730	      	      	      	      	      	      	      	8122	         	
           	           	  3840	 2.01040238	 	16.090	15.440	14.430	13.680	      	      	      	      	      	      	      	8122	         	
           	           	  3841	 2.01040244	 	15.380	14.910	14.040	13.320	      	      	      	      	      	      	      	8122	         	
           	           	  3842	 2.01040263	 	15.600	15.140	14.290	13.600	      	      	      	      	      	      	      	8122	         	
           	           	  3843	 2.01040265	 	15.390	14.850	13.950	13.250	      	      	      	      	      	      	      	8122	         	
           	           	  3844	 2.01040271	 	15.010	13.800	12.560	11.620	      	      	      	      	      	      	      	8122	         	
           	           	  3845	 2.01040275	 	16.510	15.850	14.930	14.230	      	      	      	      	      	      	      	8122	         	
           	           	  3846	 2.01040277	 	15.610	13.790	12.300	11.230	      	      	      	      	      	      	      	8122	         	
           	           	  3847	 2.01040284	 	15.220	13.580	12.110	10.980	      	      	      	      	      	      	      	8122	         	
           	           	  3848	 2.01040285	 	15.320	14.940	14.090	13.440	      	      	      	      	      	      	      	8122	         	
           	           	  3849	 2.01040286	 	15.370	14.910	14.180	13.510	      	      	      	      	      	      	      	8122	         	
           	           	  3850	 2.01040290	 	15.900	15.380	14.450	13.740	      	      	      	      	      	      	      	8122	         	
005.8463750	-72.1763333	  3851	 2.01041727	 	16.160	15.510	14.590	13.850	      	      	      	      	      	      	      	8122	005.84637	-72.17633
005.8538750	-72.1917222	  3852	 2.01041733	 	15.980	15.320	14.360	13.570	      	      	      	      	      	      	      	8122	005.85387	-72.19172
005.8446667	-72.1948056	  3853	 2.01041735	 	15.250	14.340	13.300	12.510	      	      	      	      	      	      	      	8122	005.84467	-72.19481
006.0021250	-72.2020278	  3854	 2.01041761	 	16.130	15.420	14.520	13.770	      	      	      	      	      	      	      	8122	006.00212	-72.20203
005.9945833	-72.1910278	  3855	 2.01041765	 	15.430	14.990	14.170	13.480	      	      	      	      	      	      	      	8122	005.99458	-72.19103
005.7134167	-72.1190278	  3856	 2.01042728	 	15.370	15.000	14.180	13.510	      	      	      	      	      	      	      	8122	005.71342	-72.11903
005.7450000	-72.1582222	  3857	 2.01042743	 	15.300	14.930	14.140	13.510	      	      	      	      	      	      	      	8122	005.74500	-72.15822
005.7200833	-72.0250833	  3858	 2.01043741	 	16.290	15.620	14.660	13.930	      	      	      	      	      	      	      	8122	005.72008	-72.02508
005.7448750	-72.0167778	  3859	 2.01043743	 	15.880	15.400	14.580	13.860	      	      	      	      	      	      	      	8122	005.74487	-72.01678
006.0170417	-71.9405833	  3860	 2.01044729	 	15.340	13.550	12.010	10.910	      	      	      	      	      	      	      	8122	006.01704	-71.94058
005.9421667	-71.9602778	  3861	 2.01044737	 	15.400	14.190	12.980	12.070	      	      	      	      	      	      	      	8122	005.94217	-71.96028
005.9571667	-71.9599167	  3862	 2.01044739	 	16.240	15.560	14.660	13.960	      	      	      	      	      	      	      	8122	005.95717	-71.95992
005.9820000	-71.9578333	  3863	 2.01044741	 	15.520	13.590	11.970	10.590	      	      	      	      	      	      	      	8122	005.98200	-71.95783
005.9883750	-71.9649444	  3864	 2.01044743	 	15.850	15.220	14.290	13.550	      	      	      	      	      	      	      	8122	005.98837	-71.96494
005.8458333	-72.0733333	  3865	 2.01045529	 	15.430	13.480	11.880	10.680	      	      	      	      	      	      	      	8122	005.84583	-72.07333
005.8458333	-72.0733333	  3866	 2.01045627	 	15.130	13.810	12.490	11.430	      	      	      	      	      	      	      	8122	005.84583	-72.07333
006.0326667	-71.9643611	  3867	 2.01045703	 	15.060	13.810	12.530	11.610	      	      	      	      	      	      	      	8122	006.03267	-71.96436
006.0630833	-71.9688333	  3868	 2.01045704	 	15.100	14.780	14.060	13.430	      	      	      	      	      	      	      	8122	006.06308	-71.96883
006.1124583	-71.9813056	  3869	 2.01045717	 	15.320	14.320	13.160	12.280	      	      	      	      	      	      	      	8122	006.11246	-71.98131
006.2134583	-71.9783333	  3870	 2.01045723	 	15.330	14.980	14.190	13.480	      	      	      	      	      	      	      	8122	006.21346	-71.97833
006.2481250	-71.9981111	  3871	 2.01045731	 	15.490	15.050	14.220	13.520	      	      	      	      	      	      	      	8122	006.24812	-71.99811
006.2678333	-71.9700000	  3872	 2.01045740	 	16.610	15.930	15.060	14.300	      	      	      	      	      	      	      	8122	006.26783	-71.97000
006.2726667	-72.0075556	  3873	 2.01046702	 	16.650	16.000	15.120	14.420	      	      	      	      	      	      	      	8122	006.27267	-72.00756
006.2957917	-72.0053056	  3874	 2.01046703	 	15.400	15.040	14.230	13.550	      	      	      	      	      	      	      	8122	006.29579	-72.00531
006.3945417	-72.0207500	  3875	 2.01046718	 	16.900	16.380	15.450	14.770	      	      	      	      	      	      	      	8122	006.39454	-72.02075
006.3567083	-72.0626944	  3876	 2.01046742	 	15.320	14.920	14.150	13.480	      	      	      	      	      	      	      	8122	006.35671	-72.06269
006.3722500	-72.0696111	  3877	 2.01046743	 	16.290	15.560	14.610	13.870	      	      	      	      	      	      	      	8122	006.37225	-72.06961
006.3790833	-72.0720833	  3878	 2.01046744	 	15.910	14.980	13.950	13.200	      	      	      	      	      	      	      	8122	006.37908	-72.07208
006.3988333	-72.0688611	  3879	 2.01046747	 	15.500	13.670	12.050	10.890	      	      	      	      	      	      	      	8122	006.39883	-72.06886
006.4384167	-72.0639444	  3880	 2.01046752	 	16.270	15.670	14.690	14.020	      	      	      	      	      	      	      	8122	006.43842	-72.06394
006.3975000	-72.1289722	  3881	 2.01047718	 	16.350	15.760	14.840	14.100	      	      	      	      	      	      	      	8122	006.39750	-72.12897
006.3575833	-72.1295278	  3882	 2.01047719	 	16.250	15.560	14.610	13.900	      	      	      	      	      	      	      	8122	006.35758	-72.12953
006.4333750	-72.1140556	  3883	 2.01047726	 	15.300	13.430	11.810	10.440	      	      	      	      	      	      	      	8122	006.43337	-72.11406
006.0438333	-72.1878889	  3884	 2.01048704	 	15.530	13.480	11.920	10.730	      	      	      	      	      	      	      	8122	006.04383	-72.18789
006.0560000	-72.1906944	  3885	 2.01048705	 	15.410	13.700	12.290	11.240	      	      	      	      	      	      	      	8122	006.05600	-72.19069
006.1596250	-72.1948333	  3886	 2.01048726	 	15.380	14.980	14.140	13.450	      	      	      	      	      	      	      	8122	006.15962	-72.19483
006.1482500	-72.1899167	  3887	 2.01048727	 	15.100	14.720	13.920	13.270	      	      	      	      	      	      	      	8122	006.14825	-72.18992
006.1833750	-72.1824167	  3888	 2.01048729	 	15.470	15.060	14.180	13.490	      	      	      	      	      	      	      	8122	006.18337	-72.18242
007.5830531	+59.9775544	  3889	 2.01290201	 	 5.590	 5.950	 5.940	      	      	 5.910	 5.760	      	      	      	      	8029	007.58305	+59.97755
020.0204842	+58.2316108	  3890	 2.04570136	 	 6.160	 5.670	 4.990	 4.350	 3.790	 3.470	 3.100	 2.910	      	      	      	8029	020.02048	+58.23161
019.6378125	+58.3751389	  3891	 2.04570198	 	      	      	      	      	      	      	 8.700	      	      	      	 8.900	8111	019.63781	+58.37514
023.1375000	+60.6016667	  3892	 2.05810022	 	12.650	10.540	 8.480	 6.800	 5.420	 4.500	 3.310	 3.040	      	      	 3.630	8057	023.13750	+60.60167
034.1932956	+57.0293492	  3893	 2.08690003	 	 6.970	 7.630	 7.380	 7.120	 6.960	      	      	      	      	      	      	8039	034.19330	+57.02935
034.2154847	+57.0552458	  3894	 2.08690016	 	 6.100	 6.760	 6.480	 6.140	 5.950	      	      	      	      	      	      	8029	034.21548	+57.05525
034.4577000	+57.0904222	  3895	 2.08690339	 	 8.530	 9.140	 8.830	 8.530	 8.300	      	      	      	      	      	      	8039	034.45770	+57.09042
034.5960417	+57.0101889	  3896	 2.08690612	 	 8.020	 8.640	 8.390	 8.130	 7.980	      	      	      	      	      	      	8039	034.59604	+57.01019
034.6173083	+57.2084611	  3897	 2.08690662	 	 7.900	 8.490	 8.160	 7.850	 7.680	      	      	      	      	      	      	8039	034.61731	+57.20846
034.7059625	+57.0972917	  3898	 2.08690864	 	 9.610	10.100	 9.920	 9.600	 9.440	      	      	      	      	      	      	8039	034.70596	+57.09729
034.7220333	+57.4213278	  3899	 2.08690899	 	14.410	11.770	 9.340	 6.830	 4.830	 3.700	 2.240	 1.850	      	      	      	8030	034.72203	+57.42133
034.7220333	+57.4213278	  3899	 2.08690899	 	14.380	11.740	 9.310	 6.800	 4.800	 3.670	 2.210	 1.820	      	      	      	8039	034.72203	+57.42133
034.7367083	+57.1807778	  3901	 2.08690950	 	11.220	11.620	11.260	10.900	10.690	      	      	      	      	      	      	8039	034.73671	+57.18078
034.7457500	+57.1572778	  3902	 2.08690978	 	10.550	10.990	10.620	10.400	10.160	      	      	      	      	      	      	8039	034.74575	+57.15728
034.7685539	+57.1354969	  3903	 2.08691057	 	 6.630	 7.000	 6.550	 6.030	 5.680	 5.610	 5.460	      	      	      	      	8011	034.76855	+57.13550
034.7685539	+57.1354969	  3903	 2.08691057	 	 6.630	 7.000	 6.550	 6.030	 5.680	 5.610	 5.460	      	      	      	      	8030	034.76855	+57.13550
034.7685539	+57.1354969	  3903	 2.08691057	 	 6.600	 6.970	 6.520	 6.000	 5.650	 5.580	 5.430	      	      	      	      	8039	034.76855	+57.13550
034.7768208	+57.1263944	  3906	 2.08691078	 	 9.590	10.080	 9.740	 9.420	 9.160	      	      	      	      	      	      	8039	034.77682	+57.12639
034.8080900	+57.1692319	  3907	 2.08691162	 	 6.710	 7.160	 6.660	 6.110	 5.740	 5.580	 5.340	      	      	      	      	8011	034.80809	+57.16923
034.8080900	+57.1692319	  3907	 2.08691162	 	 6.710	 7.160	 6.660	 6.110	 5.740	 5.580	 5.340	      	      	      	      	8030	034.80809	+57.16923
034.8080900	+57.1692319	  3907	 2.08691162	 	 6.680	 7.130	 6.630	 6.080	 5.710	 5.550	 5.310	      	      	      	      	8039	034.80809	+57.16923
034.8000000	+57.1833333	  3910	 2.08691187	 	10.800	11.200	10.810	10.480	10.210	      	      	      	      	      	      	8039	034.80000	+57.18333
035.0655208	+57.0986000	  3911	 2.08691586	 	 8.720	 9.260	 8.940	 8.640	 8.460	      	      	      	      	      	      	8039	035.06552	+57.09860
035.1208458	+56.9931194	  3912	 2.08841655	 	12.720	10.120	 7.840	 5.940	 4.290	 3.280	 1.990	 1.650	      	      	      	8011	035.12085	+56.99312
035.1208458	+56.9931194	  3912	 2.08841655	 	12.680	10.150	 7.870	 5.950	 4.330	 3.360	 2.060	 1.760	      	      	      	8030	035.12085	+56.99312
035.1208458	+56.9931194	  3912	 2.08841655	 	12.720	10.120	 7.840	 5.920	 4.300	 3.330	 2.030	 1.730	      	      	      	8039	035.12085	+56.99312
035.2486500	+57.1584972	  3915	 2.08841818	 	12.760	10.210	 7.960	 6.210	 4.720	 3.750	 2.550	 2.180	      	      	      	8011	035.24865	+57.15850
035.2486500	+57.1584972	  3915	 2.08841818	 	12.720	10.200	 7.950	 6.190	 4.740	 3.790	 2.530	 2.180	      	      	      	8030	035.24865	+57.15850
035.2486500	+57.1584972	  3915	 2.08841818	 	12.690	10.170	 7.920	 6.160	 4.710	 3.760	 2.500	 2.150	      	      	      	8039	035.24865	+57.15850
035.2935042	+56.8656667	  3918	 2.08841899	 	 8.290	 8.820	 8.500	 8.190	 8.000	      	      	      	      	      	      	8039	035.29350	+56.86567
